,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
7467,7467,1.0,0.4964999854564667,"buy, price, fast, really, give, love, look, money, day, quality","['great', 'pricier', 'side', 'afford', 'buy']"
7468,7468,1.0,0.4765999913215637,"buy, price, fast, really, give, love, look, money, day, quality","['text', 'message', 'methodology', 'totally', 'confusing', 'hold', 'place', 'audible', 'book', 'stop', 'read', 'record', 'note', 'spend', 'time', 'find', 'correct', 'location', 'return', 'note', 'heart', 'beat', 'waste', 'money']"
7469,7469,1.0,0.51419997215271,"buy, price, fast, really, give, love, look, money, day, quality","['previous', 'note', 'dollar', 'note', 'complete', 'waste', 'money', 'heavy', 'brick', 'noticeably', 'long', 'ness', 'short', 'width', 'awkward', 'hold', 'hand', 'cramp', 'opinion', 'better', 'wider', 'longer', 'battery', 'last', 'full', 'day', 'disable', 'unused', 'app', 'black', 'wallpaper', 'uninstalle', 'unused', 'app', 'add', 'app', 'disable', 'delete', 'total', 'overkill', 'hot', 'charge', 'double', 'hand', 'warm', 'gig', 'ram', 'never', 'fully', 'utilize', 'necessary', 'large', 'ram', 'desktop', 'laptop', 'computer', 'high', 'end', 'game', 'full', 'multiple', 'computing', 'program', 'actually', 'buy', 'well', 'laptop', 'desktop', 'computer', 'way', 'dollar', 'noticeable', 'difference', 'ram', 'check', 'email', 'simple', 'game', 'texte', 'call', 'surfing', 'web', 'curve', 'screen', 'serve', 'useful', 'purpose', 'flatten', 'screen', 'size', 'curve', 'screen', 'hindrance', 'app', 'edge', 'screen', 'play', 'well', 'curve', 'damage', 'flat', 'condition', 'pen', 'never', 'day', 'return', 'pen', 'pay', 'worth', 'necessary', 'note', 'market', 'buy', 'dollar', 'notice', 'difference', 'surfing', 'web', 'app', 'texte', 'basic', 'game', 'picture', 'camera', 'dollar', 'worth', 'likely', 'separate', 'camera', 'fact', 'find', 'function', 'well', 'overall', 'worry', 'damage', 'dollar', 'hype', 'high', 'cost', 'lock', 'continual', 'increase', 'pricing', 'soon', 'cost', 'dollar', 'maybe', 'price', 'day']"
7470,7470,2.0,0.44600000977516174,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['offer', 'trade', 'old', 'sighne', 'trade', 'balance', 'slow', 'unlock', 'return', 'still', 'wait', 'refund']"
7471,7471,1.0,0.4683000147342682,"buy, price, fast, really, give, love, look, money, day, quality","['almost', 'month', 'ownership', 'size', 'camera', 'fact', 'work', 'call', 'recorder', 'con', 'problem', 'edge', 'screen', 'activate', 'activate', 'apps', 'thing', 'app', 'careful', 'careful', 'touch', 'screen', 'edge', 'finger', 'thumb', 'wrap', 'side', 'bite', 'big', 'issue', 'voice', 'time', 'call', 'show', 'deactivate', 'visual', 'music', 'voice', 'welcome', 'pre', 'programed', 'stuff', 'often', 'happen', 'bad', 'time', 'however', 'tip', 'give', 'prevent', 'always', 'temporary', 'little', 'icon', 'corner', 'press', 'fail', 'show', 'press', 'turn', 'bixby', 'temporary', 'point', 'extremely', 'irritate', 'thing', 'spend', 'time', 'setting', 'scroll', 'app', 'scroll', 'voice', 'turn', 'notification', 'always', 'allow', 'matter', 'turn', 'various', 'way', 'possibly', 'deactivate', 'voice', 'pop', 'unasked', 'fail', 'always', 'return', 'sometimes', 'notification', 'turn', 'voice', 'turn', 'disingenuous', 'turn', 'really', 'upsetting', 'time', 'consume', 'reason', 'ill', 'never', 'buy', 'plain', 'wrong', 'irritate', 'always', 'allow', 'notification', 'turn', 'bad', 'much']"
7472,7472,1.0,0.6000999808311462,"buy, price, fast, really, give, love, look, money, day, quality","['great', 'camera', 'resolution', 'screen', 'layout', 'app', 'note', 'message', 'love', 'note', 'app', 'old', 'app', 'transfer', 'profile', 'picture', 'force', 'chompsm', 'camera']"
7473,7473,3.0,0.7419000267982483,"work, product, well, problem, return, item, box, screen, bad, battery","['great', 'however', 'system', 'software', 'problem', 'exchange', 'first', 'continue', 'software', 'update', 'update', 'several', 'time', 'clean', 'talk', 'therefore', 'exchange', 'receive', 'still', 'problem', 'sure', 'return', 'refund', 'software', 'update', 'annoy', 'great']"
7474,7474,3.0,0.5461000204086304,"work, product, well, problem, return, item, box, screen, bad, battery","['buy', 'note', 'month', 'ago', 'drop', 'snow', 'second', 'yard', 'salt', 'dry', 'well', 'suppose', 'later', 'evening', 'plug', 'moisture', 'warning', 'continue', 'dry', 'figure', 'charge', 'next', 'day', 'dead', 'charge', 'cord', 'repair', 'contract', 'rust', 'charge', 'port', 'void', 'warranty']"
7475,7475,1.0,0.45100000500679016,"buy, price, fast, really, give, love, look, money, day, quality","['purchase', 'inform', 'specific', 'steal', 'activate', 'note', 'love', 'work', 'anymore', 'charge', 'battery', 'separately', 'change', 'battery', 'time', 'day', 'note', 'year', 'half', 'finally', 'buy', 'tell', 'useless', 'expect', 'full', 'refund', 'amazon']"
7476,7476,3.0,0.7152000069618225,"work, product, well, problem, return, item, box, screen, bad, battery","['product', 'work', 'tower', 'pair', 'tower', 'setup', 'voicemail', 'instal', 'trade']"
7477,7477,1.0,0.4334999918937683,"buy, price, fast, really, give, love, look, money, day, quality","['pressure', 'sensitive', 'stylus', 'really', 'cheap', 'option', 'old', 'note', 'security', 'update', 'artist', 'great', 'drawing', 'bed']"
7478,7478,1.0,0.5504999756813049,"buy, price, fast, really, give, love, look, money, day, quality","['completely', 'turn', 'dumb', 'fast', 'real', 'complaint']"
7479,7479,3.0,0.597000002861023,"work, product, well, problem, return, item, box, screen, bad, battery","['badass', 'display', 'speed', 'function', 'camera', 'issue', 'already', 'password', 'access', 'figure', 'edit', 'able', 'password', 'carrier', 'well']"
7480,7480,3.0,0.8125,"work, product, well, problem, return, item, box, screen, bad, battery","['work', 'well', 'far']"
7481,7481,3.0,0.6215999722480774,"work, product, well, problem, return, item, box, screen, bad, battery",['time']
7482,7482,2.0,0.385699987411499,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['intermittently', 'show', 'data', 'service', 'available', 'week', 'old', 'never', 'issue']"
7483,7483,1.0,0.4052000045776367,"buy, price, fast, really, give, love, look, money, day, quality","['reviewing', 'note', 'enough', 'review', 'unlocked', 'version', 'provide', 'info', 'receive', 'intend', 'verizon', 'message', 'restart', 'turn', 'disable', 'verizon', 'feature', 'battery', 'life', 'improve', 'sorry', 'tell', 'one', 'expert', 'trial', 'error', 'issue', 'update', 'firmware', 'setting', 'menu', 'keep', 'error', 'message', 'state', 'verify', 'lead', 'step', 'firmware', 'plug', 'usb', 'pc', 'select', 'software', 'upgrade', 'connection', 'selection', 'last', 'bottom', 'new', 'drive', 'appear', 'window', 'copy', 'file', 'pc', 'new', 'folder', 'driver', 'update', 'program', 'wait', 'download', 'sure', 'free', 'drive', 'warning', 'start', 'menus', 'minute']"
7484,7484,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7485,7485,3.0,0.5472999811172485,"work, product, well, problem, return, item, box, screen, bad, battery","['way', 'buy', 'insurance', 'item', 'damage']"
7486,7486,3.0,0.5435000061988831,"work, product, well, problem, return, item, box, screen, bad, battery","['probably', 'best', 'ever', 'difficult', 'find']"
7487,7487,1.0,0.5601999759674072,"buy, price, fast, really, give, love, look, money, day, quality","['big', 'hand', 'tired', 'minute', 'big', 'hand', 'suggest', 'people', 'small', 'hand', 'fast', 'beautiful', 'put', 'protection', 'case', 'become', 'ugly', 'big', 'size', 'buy', 'protection', 'case', 'break', 'drop', 'floor', 'people', 'review', 'break', 'screen', 'manufacture', 'replace', 'new', 'put', 'protection', 'case', 'protect', 'broken', 'drop', 'next', 'time', 'buy', 'buy', 'small', 'size', 'big', 'size', 'put', 'purse', 'big', 'hand', 'tired', 'hope', 'small', 'corn', 'glass', 'screen', 'avoid', 'break']"
7488,7488,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7489,7489,3.0,0.4066999852657318,"work, product, well, problem, return, item, box, screen, bad, battery","['free', 'battery', 'last', 'day', 'charge', 'half', 'hour']"
7490,7490,3.0,0.6585999727249146,"work, product, well, problem, return, item, box, screen, bad, battery","['debate', 'switch', 'sized', 'workable', 'screen', 'stunning', 'photo', 'instinctive', 'feature', 'impressive', 'responsiveness', 'able', 'facetime']"
7491,7491,3.0,0.729200005531311,"work, product, well, problem, return, item, box, screen, bad, battery","['grate', 'product']"
7492,7492,1.0,0.6140000224113464,"buy, price, fast, really, give, love, look, money, day, quality",['loose']
7493,7493,1.0,0.6480000019073486,"buy, price, fast, really, give, love, look, money, day, quality","['mobile', 'network', 'poor', 'somehow', 'device', 'catch', 'network', 'tower']"
7494,7494,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7495,7495,1.0,0.4846999943256378,"buy, price, fast, really, give, love, look, money, day, quality","['note', 'last', 'year', 'recently', 'purchase', 'note', 'today', 'drop', 'carpet', 'floor', 'ding', 'chip', 'screen', 'crack', 'note', 'ever', 'crack', 'puny', 'drop', 'drop', 'note', 'dozen', 'time', 'pavement', 'bathroom', 'floor', 'never', 'much', 'damage', 'apparently', 'alone', 'search', 'internet', 'user', 'experience', 'screen', 'cracking', 'issue', 'read', 'drain', 'battery', 'boot', 'last', 'stand', 'product']"
7496,7496,3.0,0.4104999899864197,"work, product, well, problem, return, item, box, screen, bad, battery","['buy', 'brand', 'year', 'pay', 'buy', 'protective', 'cover', 'crack', 'glass', 'user', 'buy', 'screen', 'dazzle', 'thus', 'reason', 'stay', 'lighting', 'screen', 'give', 'auto', 'light', 'feature', 'consistent', 'continually', 'turn', 'light', 'manually', 'year', 'previous', 'user', 'time', 'learn', 'nuance', 'spite', 'horrible', 'horrible', 'horrible', 'chinese', 'programming', 'mandate', 'update', 'horrible', 'especially', 'irritate', 'update', 'completely', 'change', 'format', 'program', 'daily', 'answer', 'ahead', 'offer', 'update', 'security', 'feature', 'leave', 'else', 'alone', 'ask', 'user', 'format', 'change', 'hate', 'hour', 'daily', 'purchase', 'next', 'never']"
7497,7497,1.0,0.47870001196861267,"buy, price, fast, really, give, love, look, money, day, quality","['gadget', 'choice', 'screen', 'size', 'camera', 'bloatware', 'outrageous', 'battery', 'pitiful', 'proprietary', 'poor', 'quality', 'price', 'unwarranted', 'charger', 'overprice', 'low', 'quality', 'setting', 'note', 'poor', 'note', 'layout', 'awful', 'must', 'accept', 'feature', 'work', 'support', 'ill', 'prepaire', 'lost', 'application', 'endless', 'hour', 'work', 'recommend', 'transfer', 'program', 'tech', 'savvy', 'open', 'minded', 'corporate', 'purchase', 'return', 'quality', 'flexible', 'support', 'wretched']"
7498,7498,3.0,0.5278000235557556,"work, product, well, problem, return, item, box, screen, bad, battery","['note', 'freeze', 'time', 'week', 'average', 'sometimes', 'several', 'time', 'day', 'require', 'hard', 'reset', 'frequently', 'reboot', 'time', 'shut', 'reboot', 'call', 'remove', 'app', 'minimum', 'background', 'activity', 'problem', 'still', 'occur', 'disappointed', 'process', 'replacement', 'difficult', 'usually', 'result', 'send', 'back', 'refurbished', 'unit']"
7499,7499,3.0,0.72079998254776,"work, product, well, problem, return, item, box, screen, bad, battery","['warranty', 'battery', 'die', 'month', 'pay', 'replacement']"
7500,7500,1.0,0.590399980545044,"buy, price, fast, really, give, love, look, money, day, quality","['rant', 'dire', 'feel', 'interesting', 'buy', 'note', 'draw', 'obviously', 'lose', 'twice', 'nearly', 'lose', 'hundred', 'time', 'never', 'lose', 'stylus', 'note', 'tight', 'fit', 'immediately', 'tell', 'apart', 'bad', 'part', 'lose', 'note', 'way', 'one', 'order', 'online', 'junk', 'inaccurate', 'find', 'plenty', 'pen', 'specialize', 'art', 'frustrate', 'vacation', 'art', 'tool', 'rant']"
7501,7501,3.0,0.5498999953269958,"work, product, well, problem, return, item, box, screen, bad, battery","['spell', 'absolutely', 'horrible', 'constantly', 'activate', 'screen', 'object', 'touch', 'intuitive', 'difficult', 'constantly', 'nag', 'update', 'annoying', 'reason', 'willnot', 'leave', 'alone', 'control', 'life', 'note', 'far', 'quite', 'disappointed', 'actually', 'hate', 'thing']"
7502,7502,1.0,0.531499981880188,"buy, price, fast, really, give, love, look, money, day, quality","['average', 'money', 'hate', 'disable', 'thus', 'last', 'model', 'back', 'moto']"
7503,7503,1.0,0.6169999837875366,"buy, price, fast, really, give, love, look, money, day, quality",['incredible']
7504,7504,3.0,0.7498000264167786,"work, product, well, problem, return, item, box, screen, bad, battery","['blow', 'yet']"
7505,7505,3.0,0.46779999136924744,"work, product, well, problem, return, item, box, screen, bad, battery","['hate', 'side', 'give', 'well', 'cause', 'problem', 'app', 'send', 'gifs', 'feel', 'part', 'sometimes', 'capture', 'message', 'ridiculous', 'switch', 'worth', 'prior', 'frustrated', 'note', 'skip', 'space', 'skip', 'obvious', 'reason']"
7506,7506,3.0,0.5645999908447266,"work, product, well, problem, return, item, box, screen, bad, battery","['month', 'con', 'touch', 'screen', 'respond', 'sometimes', 'sensitivity', 'screen', 'extremely', 'dull', 'camera', 'stop', 'automatically', 'record', 'mode', 'often', 'bloat', 'ware', 'delete', 'root', 'ram', 'crash', 'often', 'unnecessary', 'step', 'unlocking', 'method', 'flawed', 'product', 'pro', 'stylish', 'pen']"
7507,7507,3.0,0.4433000087738037,"work, product, well, problem, return, item, box, screen, bad, battery","['buy', 'camera', 'screen', 'big', 'hand', 'small', 'hand', 'rounded', 'edge', 'difficult', 'hold', 'compare', 'flat', 'sided', 'put', 'wireless', 'charger', 'next', 'day', 'slip', 'fall', 'foot', 'exaggeration', 'fragile', 'rounded', 'edge', 'fancy', 'useless', 'edge', 'screen', 'hit', 'speaker', 'stand', 'floor', 'shatter', 'verizon', 'store', 'worthless', 'sale', 'file', 'insurance', 'claim', 'asurion', 'pay', 'deductible', 'replacement', 'device', 'back', 'return', 'store', 'continue', 'lesson_learne', 'maybe', 'ill', 'reconsider', 'rid', 'edge', 'screen', 'add', 'picture', 'later']"
7508,7508,3.0,0.4275999963283539,"work, product, well, problem, return, item, box, screen, bad, battery","['awful', 'screen', 'protector', 'input', 'detection', 'horrendous', 'force', 'apps', 'setting', 'infuriate', 'bixby', 'worthless', 'back']"
7509,7509,2.0,0.4828999936580658,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['hate', 'complainer', 'everywhere', 'wonderful', 'hell', 'wrong', 'buy', 'pen']"
7510,7510,3.0,0.39969998598098755,"work, product, well, problem, return, item, box, screen, bad, battery","['obvious', 'reason', 'buy', 'verizon', 'real', 'complaint', 'fragile', 'year', 'break', 'work', 'aggressive', 'note', 'crack', 'back', 'happen', 'note', 'specifically', 'essentially', 'worthless', 'crack', 'acrosse', 'buy', 'stop', 'glass', 'back', 'ridiculously', 'expensive']"
7511,7511,1.0,0.625,"buy, price, fast, really, give, love, look, money, day, quality",['star']
7512,7512,1.0,0.4447000026702881,"buy, price, fast, really, give, love, look, money, day, quality","['pro', 'different', 'least', 'bug', 'far', 'still', 'smooth', 'previous', 'galaxy', 'problem', 'slow', 'snail', 'month', 'generation', 'hope', 'still', 'freeze', 'screen', 'size', 'brightness', 'main', 'reason', 'con', 'camera', 'look', 'brightness', 'oversaturate', 'color', 'actually', 'little', 'detail', 'zoom', 'compare', 'flagship', 'htc', 'definitely', 'nowhere', 'hype', 'poor', 'battery', 'life', 'omg', 'battery', 'capacity', 'less', 'note', 'much', 'small', 'screen', 'default', 'screen', 'resolution', 'advertise', 'inorder', 'barely', 'adequate', 'battery', 'life', 'compare', 'android', 'note', 'still', 'suck', 'manually', 'change', 'resolution', 'advertise', 'screen', 'sharp', 'much', 'bad', 'android', 'flagship', 'historically', 'start', 'develop', 'bug', 'lag', 'uncertainty', 'uneasy']"
7513,7513,1.0,0.6417999863624573,"buy, price, fast, really, give, love, look, money, day, quality","['horrible', 'slip', 'hand', 'heavy', 'charge', 'day', 'ton', 'bloatware', 'horribly', 'price', 'return', 'never', 'buy']"
7514,7514,3.0,0.4359000027179718,"work, product, well, problem, return, item, box, screen, bad, battery","['privacy', 'app', 'download', 'app', 'remotely', 'useful', 'require', 'give', 'access', 'information', 'store', 'include', 'contact', 'camera', 'microphone', 'note', 'file', 'weather', 'widget', 'require', 'access', 'thing', 'every_single', 'app', 'give', 'choice', 'give', 'access', 'datum', 'install', 'app', 'app', 'cloud', 'storage', 'separate', 'registration', 'password', 'show', 'people', 'android', 'put', 'garbage', 'top', 'app', 'subscription', 'kind', 'buy', 'refuse', 'pay', 'entire', 'absolutely', 'infest', 'advertisement', 'notification', 'screen', 'slow', 'slow', 'multitask', 'well', 'app', 'crash', 'split', 'screen', 'work', 'well', 'work', 'hard', 'baked', 'application', 'pretty', 'much', 'approve', 'app', 'work', 'split', 'screen', 'thus', 'feature', 'useless', 'kill', 'battery', 'hour', 'battery', 'absolutely', 'bad', 'horrible', 'last', 'day', 'inefficient', 'almost', 'funny', 'honestly', 'android', 'gas', 'guzzler', 'car', 'engine', 'produce', 'enough', 'fuel', 'finish', 'race', 'guzzler', 'liter', 'engine', 'produce', 'less', 'power', 'fill', 'mid', 'day', 'hope', 'help', 'decide', 'keep', 'turd', 'beware', 'absolutely', 'horrific', 'customer', 'care', 'mean']"
7515,7515,3.0,0.49779999256134033,"work, product, well, problem, return, item, box, screen, bad, battery","['network', 'first', 'turn', 'email', 'work', 'change', 'still', 'locked', 'att', 'tap', 'attempt', 'call', 'att', 'number', 'sync', 'page', 'call', 'happen', 'support', 'help', 'wit', 'end', 'update', 'numerous', 'call', 'way', 'completely', 'unlock', 'tablet', 'app', 'useless', 'find', 'hangout', 'app', 'call', 'store', 'call', 'able', 'receive', 'call', 'text', 'ad', 'confusing', 'unlock']"
7516,7516,3.0,0.4661000072956085,"work, product, well, problem, return, item, box, screen, bad, battery","['mobile', 'hot', 'spot', 'much', 'disappoint', 'buy', 'tablet', 'simply', 'read', 'tablet', 'indicate', 'accept', 'mobile', 'sim', 'card', 'hot', 'spot']"
7517,7517,3.0,0.6610000133514404,"work, product, well, problem, return, item, box, screen, bad, battery","['advertise', 'reach', 'seller', 'reply', 'contact', 'tell', 'unlock', 'service', 'plan', 'least', 'day']"
7518,7518,3.0,0.7314000129699707,"work, product, well, problem, return, item, box, screen, bad, battery","['disappointed', 'level']"
7519,7519,2.0,0.4311999976634979,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['buy', 'daughter', 'primarily', 'video', 'player', 'default', 'video', 'player', 'user_friendly', 'show', 'display', 'name', 'happy']"
7520,7520,1.0,0.8004000186920166,"buy, price, fast, really, give, love, look, money, day, quality","['disappointing', 'call', 'independently']"
7521,7521,3.0,0.7293000221252441,"work, product, well, problem, return, item, box, screen, bad, battery","['work', 'seamlessly']"
7522,7522,3.0,0.44690001010894775,"work, product, well, problem, return, item, box, screen, bad, battery","['box', 'damaged', 'tablet', 'lock', 'still']"
7523,7523,2.0,0.5206999778747559,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['seller', 'send', 'defective', 'cellphone', 'battery', 'last', 'hour', 'announcement', 'new', 'original', 'accessory', 'cellphone', 'bring', 'headphone', 'cheap', 'imitation', 'angry', 'return', 'cellphone']"
7524,7524,3.0,0.47450000047683716,"work, product, well, problem, return, item, box, screen, bad, battery","['condition', 'software', 'problem', 'sometimes', 'lag', 'suddenly', 'close', 'app']"
7525,7525,3.0,0.38999998569488525,"work, product, well, problem, return, item, box, screen, bad, battery","['bad', 'brand', 'new', 'refurbish', 'wife', 'difficulty', 'thermal', 'runaway', 'due', 'initial', 'update', 'load', 'day', 'receive', 'wife', 'turn', 'purchase', 'accord', 'date', 'manufacture', 'brand', 'must', 'sit', 'shelf', 'somewhere']"
7526,7526,1.0,0.5130000114440918,"buy, price, fast, really, give, love, look, money, day, quality","['product', 'mark', 'renew', 'pre', 'sell', 'however', 'arrive', 'open', 'boxed', 'work', 'day', 'back', 'button', 'dead', 'hotspot', 'weak', 'device', 'literally', 'place', 'next', 'signal', 'star', 'rste', 'amazon', 'really', 'star', 'case', 'care', 'return']"
7527,7527,0.0,0.621399998664856,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color","['funny', 'business', 'exactly', 'order']"
7528,7528,3.0,0.75,"work, product, well, problem, return, item, box, screen, bad, battery","['return', 'lock']"
7529,7529,3.0,0.625,"work, product, well, problem, return, item, box, screen, bad, battery",['product']
7530,7530,1.0,0.42739999294281006,"buy, price, fast, really, give, love, look, money, day, quality","['charge', 'battery', 'swallow', 'destroy', 'warrenty', 'waste', 'money', 'aware', 'new', 'look', 'refurbish', 'faulty', 'battery']"
7531,7531,3.0,0.4616999924182892,"work, product, well, problem, return, item, box, screen, bad, battery","['alot', 'step', 'battery', 'best', 'drain', 'quickly']"
7532,7532,3.0,0.5177000164985657,"work, product, well, problem, return, item, box, screen, bad, battery","['son', 'stay', 'long', 'hour', 'play', 'game', 'battery', 'keep', 'charge', 'condition', 'new']"
7533,7533,1.0,0.36039999127388,"buy, price, fast, really, give, love, look, money, day, quality","['though', 'noticeable', 'scratch', 'upper', 'left', 'hand', 'side', 'still', 'appear', 'brand', 'new', 'never', 'leave', 'site']"
7534,7534,3.0,0.6500999927520752,"work, product, well, problem, return, item, box, screen, bad, battery","['satisfied', 'receive', 'package', 'date']"
7535,7535,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7536,7536,3.0,0.4860000014305115,"work, product, well, problem, return, item, box, screen, bad, battery","['receive', 'order', 'minor', 'cosmetic', 'blemish', 'bezel', 'big', 'screen', 'look', 'new', 'forever', 'update', 'late', 'android', 'tmobile', 'firmware', 'wifi_calle', 'able', 'unlock']"
7537,7537,1.0,0.8125,"buy, price, fast, really, give, love, look, money, day, quality","['suck', 'suck', 'idea']"
7538,7538,1.0,0.5598999857902527,"buy, price, fast, really, give, love, look, money, day, quality","['buy', 'replace', 'model', 'drop', 'broke', 'quick', 'delivery', 'great', 'merchandise']"
7539,7539,1.0,0.387800008058548,"buy, price, fast, really, give, love, look, money, day, quality","['fast', 'shipment', 'describe', 'note', 'scratch', 'upper', 'part', 'screen', 'crack', 'pen', 'disappoint']"
7540,7540,3.0,0.6283000111579895,"work, product, well, problem, return, item, box, screen, bad, battery","['item', 'description', 'brand', 'unlock', 'account', 'previously', 'twice', 'order', 'mistake']"
7541,7541,3.0,0.5814999938011169,"work, product, well, problem, return, item, box, screen, bad, battery","['receive', 'box', 'previously', 'open', 'set', 'att', 'network', 'way', 'turn', 'mobile', 'datum', 'useless', 'hook', 'installing', 'fix', 'play', 'store', 'work', 'waste', 'time']"
7542,7542,1.0,0.7337999939918518,"buy, price, fast, really, give, love, look, money, day, quality","['con', 'detalle']"
7543,7543,2.0,0.6499999761581421,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['brand', 'new', 'condition', 'work']"
7544,7544,2.0,0.41679999232292175,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['new', 'issue']"
7545,7545,0.0,0.625,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",['satisfied']
7546,7546,3.0,0.6502000093460083,"work, product, well, problem, return, item, box, screen, bad, battery","['great', 'wife', 'stop', 'drop']"
7547,7547,3.0,0.4878999888896942,"work, product, well, problem, return, item, box, screen, bad, battery","['love', 'large', 'screen', 'hate', 'slow', 'slow', 'learn', 'new', 'functionality']"
7548,7548,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7549,7549,2.0,0.542900025844574,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['ship', 'product', 'brand', 'new', 'pleased']"
7550,7550,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7551,7551,1.0,0.550599992275238,"buy, price, fast, really, give, love, look, money, day, quality","['money', 'great', 'buy', 'wear', 'tear', 'verizon', 'transfer', 'work', 'flawlessly']"
7552,7552,2.0,0.625,"describe, new, connect, screen, week, brand, last, basic, arrive, glass",['new']
7553,7553,1.0,0.5623999834060669,"buy, price, fast, really, give, love, look, money, day, quality","['lose', 'like', 'much']"
7554,7554,3.0,0.625,"work, product, well, problem, return, item, box, screen, bad, battery",['advertise']
7555,7555,2.0,0.6621000170707703,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['mine', 'arrive', 'new', 'condition']"
7556,7556,2.0,0.32420000433921814,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['screen', 'scratch', 'point', 'hard', 'display', 'disapointed']"
7557,7557,3.0,0.689300000667572,"work, product, well, problem, return, item, box, screen, bad, battery","['personal', 'end', 'frying', 'month', 'small', 'crack', 'put', 'bottom', 'screen', 'pay', 'replace', 'screen']"
7558,7558,3.0,0.625,"work, product, well, problem, return, item, box, screen, bad, battery",['battery']
7559,7559,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7560,7560,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7561,7561,3.0,0.8125,"work, product, well, problem, return, item, box, screen, bad, battery","['bad', 'bad', 'bad']"
7562,7562,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7563,7563,3.0,0.7531999945640564,"work, product, well, problem, return, item, box, screen, bad, battery","['factory', 'unlock', 'xfinity', 'mobile', 'carrier', 'unlock', 'problem', 'send', 'send', 'back', 'locked', 'lock', 'xfinity', 'contact', 'refuse', 'unlock', 'unusable', 'absolutely', 'useless']"
7564,7564,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7565,7565,3.0,0.7523000240325928,"work, product, well, problem, return, item, box, screen, bad, battery","['buy', 'unlocked', 'work', 'long', 'disappointment', 'message', 'receive', 'verizon', 'wireless', 'activate']"
7566,7566,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
