,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
7017,7017,2.0,0.4878000020980835,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['buy', 'month', 'ago', 'work']"
7018,7018,3.0,0.49729999899864197,"work, product, well, problem, return, item, box, screen, bad, battery","['product', 'cost', 'mention', 'refurbish', 'product', 'trouble', 'full', 'refund', 'unhappy', 'purchase', 'monie', 'spend', 'new', 'cell']"
7019,7019,3.0,0.5627999901771545,"work, product, well, problem, return, item, box, screen, bad, battery","['month', 'ago', 'work', 'well', 'give', 'trouble', 'charge', 'disappoint']"
7020,7020,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7021,7021,3.0,0.6492000222206116,"work, product, well, problem, return, item, box, screen, bad, battery","['international', 'travel', 'next', 'week']"
7022,7022,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7023,7023,1.0,0.7343999743461609,"buy, price, fast, really, give, love, look, money, day, quality","['highly', 'recommmend']"
7024,7024,3.0,0.6219000220298767,"work, product, well, problem, return, item, box, screen, bad, battery","['box', 'open', 'charge', 'huge', 'waste', 'time', 'disappointment', 'extremely', 'disappointed']"
7025,7025,3.0,0.5120999813079834,"work, product, well, problem, return, item, box, screen, bad, battery","['connector', 'charger', 'work', 'horrible', 'charge', 'buy', 'plug', 'loose', 'charger', 'harbor', 'horrible', 'product', 'completely', 'dissatisfied', 'guy', 'ashamed']"
7026,7026,3.0,0.6575999855995178,"work, product, well, problem, return, item, box, screen, bad, battery","['excellent', 'compatible', 'verizon', 'network', 'switch', 'carrier', 'pay', 'big', 'loss', 'keep', 'mind', 'contract']"
7027,7027,3.0,0.6500999927520752,"work, product, well, problem, return, item, box, screen, bad, battery","['seal', 'package', 'break', 'return']"
7028,7028,0.0,0.625,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",['gift']
7029,7029,3.0,0.625,"work, product, well, problem, return, item, box, screen, bad, battery",['unlocked']
7030,7030,3.0,0.607699990272522,"work, product, well, problem, return, item, box, screen, bad, battery","['return', 'item', 'order', 'new', 'camera', 'fail']"
7031,7031,3.0,0.8385000228881836,"work, product, well, problem, return, item, box, screen, bad, battery","['warranty', 'product', 'fabricate', 'responsibility']"
7032,7032,3.0,0.6496999859809875,"work, product, well, problem, return, item, box, screen, bad, battery","['far', 'function', 'well', 'describe']"
7033,7033,1.0,0.625,"buy, price, fast, really, give, love, look, money, day, quality",['look']
7034,7034,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7035,7035,3.0,0.34790000319480896,"work, product, well, problem, return, item, box, screen, bad, battery","['suppose', 'waterproof', 'foot', 'wet', 'turn', 'bad', 'product']"
7036,7036,3.0,0.4498000144958496,"work, product, well, problem, return, item, box, screen, bad, battery","['expect', 'show', 'time', 'problem']"
7037,7037,3.0,0.531499981880188,"work, product, well, problem, return, item, box, screen, bad, battery","['stop_working', 'send', 'fix', 'keep', 'month', 'still']"
7038,7038,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7039,7039,1.0,0.6150000095367432,"buy, price, fast, really, give, love, look, money, day, quality","['like', 'soft', 'update', 'find', 'wps', 'push', 'button']"
7040,7040,2.0,0.6504999995231628,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['purchase', 'year', 'ago', 'new']"
7041,7041,0.0,0.6690000295639038,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color","['vino', 'sin', 'auriculare', 'sin', 'chip']"
7042,7042,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7043,7043,3.0,0.8040000200271606,"work, product, well, problem, return, item, box, screen, bad, battery","['unlocked', 'work', 'internationally']"
7044,7044,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7045,7045,3.0,0.421099990606308,"work, product, well, problem, return, item, box, screen, bad, battery","['act', 'return']"
7046,7046,3.0,0.8489999771118164,"work, product, well, problem, return, item, box, screen, bad, battery","['defective', 'item', 'work', 'month']"
7047,7047,1.0,0.7487000226974487,"buy, price, fast, really, give, love, look, money, day, quality","['driver', 'buy']"
7048,7048,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7049,7049,3.0,0.5608999729156494,"work, product, well, problem, return, item, box, screen, bad, battery","['type', 'case', 'hold']"
7050,7050,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7051,7051,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7052,7052,3.0,0.7512999773025513,"work, product, well, problem, return, item, box, screen, bad, battery","['damage', 'free', 'work', 'fine', 'well', 'far']"
7053,7053,0.0,0.625,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",['vendedor']
7054,7054,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7055,7055,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7056,7056,0.0,0.6047000288963318,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",['evrthe']
7057,7057,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7058,7058,1.0,0.625,"buy, price, fast, really, give, love, look, money, day, quality",['thing']
7059,7059,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7060,7060,1.0,0.5299000144004822,"buy, price, fast, really, give, love, look, money, day, quality","['buy', 'processing', 'speed', 'company', 'app', 'work', 'well', 'thus', 'far', 'notice', 'major', 'difference', 'serve', 'well']"
7061,7061,2.0,0.6248999834060669,"describe, new, connect, screen, week, brand, last, basic, arrive, glass",['ok']
7062,7062,1.0,0.5551999807357788,"buy, price, fast, really, give, love, look, money, day, quality","['attention', 'careful', 'faster']"
7063,7063,0.0,0.609499990940094,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",['movil']
7064,7064,0.0,0.625,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",['excelent']
7065,7065,0.0,0.625,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",['todo']
7066,7066,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7067,7067,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7068,7068,3.0,0.75,"work, product, well, problem, return, item, box, screen, bad, battery","['little', 'damage']"
7069,7069,2.0,0.625,"describe, new, connect, screen, week, brand, last, basic, arrive, glass",['describe']
7070,7070,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7071,7071,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7072,7072,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7073,7073,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7074,7074,3.0,0.625,"work, product, well, problem, return, item, box, screen, bad, battery",['problem']
7075,7075,0.0,0.6126000285148621,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",['inconveniente']
7076,7076,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7077,7077,1.0,0.4415000081062317,"buy, price, fast, really, give, love, look, money, day, quality","['let', 'receive', 'cell', 'day', 'expect', 'sheer', 'day', 'start', 'stoped', 'work', 'feel', 'water', 'half', 'meter', 'less', 'second', 'death', 'advertise', 'buy', 'travel', 'country', 'absolute', 'regret', 'bad', 'decision', 'still', 'expect', 'still', 'work', 'hand', 'contrary', 'superstar', 'dissapointe', 'less', 'wallet', 'admit', 'day', 'work', 'really', 'amazed', 'cell']"
7078,7078,0.0,0.625,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",['gift']
7079,7079,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7080,7080,3.0,0.31290000677108765,"work, product, well, problem, return, item, box, screen, bad, battery","['product', 'high', 'quality']"
7081,7081,3.0,0.44589999318122864,"work, product, well, problem, return, item, box, screen, bad, battery","['thing', 'dislike', 'much', 'keyboard', 'precision']"
7082,7082,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7083,7083,0.0,0.625,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",['satisfied']
7084,7084,3.0,0.45159998536109924,"work, product, well, problem, return, item, box, screen, bad, battery","['week', 'start', 'white', 'vertical', 'blank', 'obviously', 'defective', 'call', 'help', 'tell', 'buy', 'screen', 'replacement', 'half', 'price', 'feel', 'disappointed', 'send', 'back', 'refund', 'receive', 'switching', 'buy', 'away', 'user', 'experience', 'making', 'switch']"
7085,7085,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7086,7086,3.0,0.45590001344680786,"work, product, well, problem, return, item, box, screen, bad, battery","['quite', 'disappointed', 'much', 'anticipate', 'like', 'aspect', 'ratio', 'prefer', 'wide', 'screen', 'long', 'much', 'change', 'previous', 'generation', 'back', 'side', 'slick', 'shiny', 'really', 'show', 'finger', 'print']"
7087,7087,3.0,0.47040000557899475,"work, product, well, problem, return, item, box, screen, bad, battery","['buy', 'send', 'abroad', 'relative', 'visit', 'charge', 'lose', 'battery', 'charge', 'less', 'day', 'activity', 'whatsoever', 'adjust', 'set', 'turn', 'clock', 'brightness', 'help', 'much', 'still', 'lose', 'power', 'recharge', 'end', 'day', 'time', 'send', 'back', 'request', 'new', 'maybe', 'refund', 'sure', 'blame', 'return', 'item', 'local', 'store', 'experience', 'new', 'item', 'function', 'talk', 'people', 'strange', 'lose', 'power', 'fast']"
7088,7088,3.0,0.4975000023841858,"work, product, well, problem, return, item, box, screen, bad, battery","['complain', 'best', 'ever']"
7089,7089,2.0,0.5228999853134155,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['fabulous', 'complaint', 'naysayer', 'probably', 'hate', 'life']"
7090,7090,2.0,0.37560001015663147,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['advertise', 'brand', 'new', 'fast', 'shipping']"
7091,7091,2.0,0.75,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['fall', 'happen']"
7092,7092,3.0,0.6661999821662903,"work, product, well, problem, return, item, box, screen, bad, battery","['bad', 'lagwiz', 'still', 'slow', 'unresponsive', 'stable', 'rom']"
7093,7093,3.0,0.5019000172615051,"work, product, well, problem, return, item, box, screen, bad, battery","['unit', 'send', 'instead', 'charger', 'purchase', 'unlock', 'extensive', 'travel']"
7094,7094,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7095,7095,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7096,7096,3.0,0.75,"work, product, well, problem, return, item, box, screen, bad, battery","['work', 'well']"
7097,7097,3.0,0.625,"work, product, well, problem, return, item, box, screen, bad, battery",['bad']
7098,7098,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7099,7099,3.0,0.41679999232292175,"work, product, well, problem, return, item, box, screen, bad, battery","['like', 'return']"
7100,7100,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7101,7101,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7102,7102,3.0,0.6473000049591064,"work, product, well, problem, return, item, box, screen, bad, battery","['perfectly', 'design', 'work', 'incredibly', 'well', 'problem', 'total', 'amount', 'calling', 'time', 'find', 'description', 'page', 'unlock', 'really', 'annoying', 'travel', 'colleague', 'friend']"
7103,7103,3.0,0.5232999920845032,"work, product, well, problem, return, item, box, screen, bad, battery","['worst', 'experience', 'far', 'spend', 'huge', 'amount', 'money', 'still', 'rear', 'camera', 'focus', 'however', 'youtube', 'video', 'website', 'solve', 'problem', 'fix', 'solution']"
7104,7104,0.0,0.625,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",['excelent']
7105,7105,1.0,0.6068999767303467,"buy, price, fast, really, give, love, look, money, day, quality","['buy', 'product', 'quality', 'unfortunately', 'box', 'empty']"
7106,7106,1.0,0.4952000081539154,"buy, price, fast, really, give, love, look, money, day, quality","['verizon', 'feature', 'juice', 'pack', 'keep', 'turn', 'screen', 'charge', 'accord', 'online', 'discussion', 'group', 'design', 'flaw', 'change', 'setting', 'keep', 'turn', 'call', 'verify', 'setting', 'keep', 'turn', 'still', 'turn', 'second', 'sometimes', 'pop', 'charge', 'faster', 'charge', 'tell', 'idea', 'wrong', 'work', 'poster', 'online', 'discussion', 'group', 'tech', 'suggest', 'else', 'send', 'repair', 'pointless', 'particular', 'unit', 'fault', 'flaw', 'design', 'bad', 'catching', 'fire', 'note', 'company', 'size', 'find', 'engineer', 'capable', 'designing', 'keep', 'turn', 'screen', 'especially', 'annoying', 'night', 'turn', 'screen', 'second', 'later', 'turn', 'back', 'turn', 'turn', 'turn', 'turn', 'cord', 'stop', 'soon', 'bright', 'screen']"
7107,7107,1.0,0.4918000102043152,"buy, price, fast, really, give, love, look, money, day, quality","['great', 'device', 'fill', 'bloat', 'wear', 'practically', 'useless', 'aggravate', 'device', 'ever', 'ill', 'never', 'buy', 'buy', 'pure', 'android', 'junk', 'app', 'answer', 'ok', 'bad', 'ai', 'constantly', 'prompt', 'never', 'respond', 'simple', 'request', 'sorry', 'response', 'routine', 'request', 'obnoxious', 'change', 'word', 'warn', 'constantly', 'teach', 'pop', 'tutorial', 'close', 'complete', 'camera', 'force', 'tutorial', 'turn', 'sell', 'thing', 'enjoy', 'pay', 'high', 'pressure', 'sale', 'point', 'really', 'regret', 'purchase', 'update', 'long', 'turn', 'add', 'final', 'injury', 'purchase', 'new', 'battery', 'work', 'never', 'never']"
7108,7108,2.0,0.506600022315979,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['great', 'way', 'fragile', 'carry', 'everyday', 'impracticable', 'month', 'case', 'screen', 'protector', 'day', 'already', 'screen', 'somehow', 'crack', 'impact', 'recall', 'turn', 'common', 'occurrence', 'owner', 'fragile', 'screen', 'square', 'trade', 'ever', 'test', 'big', 'fan', 'year', 'release', 'close', 'fragile', 'screen', 'really', 'poor', 'show', 'crack', 'yet', 'day']"
